%
% Comments go after a '%' sign.
%
%
% Relation: todefine
%
%
% Attributes: 2     Instances: 10000
%
%

@relation todefine

@attribute 'dataset' String
@attribute ' labels' {1, -1}

@data
'movie going positive suspicious back wonderful unbalanced essential disjointed most other muzzy horrendous classic prepared unaccountable extreme emotional other excessive tsunami like repetitive frantic bi polar oh so quiet irritating manipulative incongruous fine mixed commitment sorry wonderful real lead better',-1
'first shambolic pathetic worse i difficult funny un true original laughable lady silly difficult hard worst sequal',-1
'sub par suspect much least zombie new  which kinda gross many incoherent free',-1
'impressed likable good bad worst much glad free ripped',-1
'awful fun bizarre limited predictable turgid passe sexual unbelievable coherent preferable',-1
'hopeless poor boring unoriginal hot predicable annoying the good bad annoying whole main best i i fat many i other good',-1
'worse unknowns main early black white  the biggest certain trendy  next more',-1
'silly annoying forth whole human stupid s stupid',-1
'last few last new actual last graphic awful new low premiere now i',-1
'religious classic western ignorant foundational religious basic present impersonal same western feeble ultimate old own famous',-1
'romantic many unbearable authentic believable good black standard few central overall great editing interesting',-1
'boringest shakespear slow hardest many boring black white slow minimal',-1
'god awful good bad worse worst good watch dead dead good better unwatchable stupid',-1
'bad good sexist such plain same hardline stereotypical non funny same walking through the cave ten short good early independent good last all night',-1
'whole cautionary going i bad bad the inconsistent clich little bad repetitious big edgy updated  natural born sensitive former frat level worthy lower',-1
'big cinematic obsequious questionable criminal irritable certain overwrought cinematic long fractured painful pretentious oeuvre cinematic bored trite remedial embarrassing leopard filmic wretched worst',-1
'only good beautiful long many presbyterian silly smirkish selfish norm compulsive doesn t so uninteresting prejudiced native american only real  wild western sleepy lame dumb again which',-1
'open foreign interesting typical closest first typical',-1
'dead dark edgy film noir perfect dead good not first good best good first tolerable past unoticeable dead short real more better much desired the entire full length centered corny worst few acting compelling comic good good amateur entire best final entire short actual only able marketing batman dead amateur wrong',-1
'pretty insipid afraid favorite weary unsuitable bold poor petulant dental great moving young plain old tall',-1
'musical heavy singular right material utterly musical original new',-1
'lady famous prim dumb behavior local virginal small hilarious serious psychic best filmed in florida awful multiple newscaster oft nude new good',-1
'worst worse high newer horrible worst bad',-1
'local funeral greatest unfunny comic available awful worst i funny god awful following negative',-1
'positive only funeral less good american proper british inexcusable better guilt own poor same',-1
'low raw few slipshod large 30 minute live own conspiratorial own raw hacked up more only more raw such distant forth most inexpert selective actual',-1
'obese illiterate english other utter more dead huge fat overweight old such',-1
'good attractive wild beautiful trashed the modern high  50s pancake conventional dried exposed worst sci fi horror lethal biological fright realizable awful dead alive viral it one same trashy other',-1
'secret japanese torn ex lover opposite convoluted semi historical single sudden unwarranted dark shaky bad film making tough interested chaotic potent 20th melodramatic limited entire best least worst love making disappointing',-1
'general documentary stupid little flick first good most forty five old own little insipid off putting unlikable old entire whole personal next only cannibal little silent small sexual celluloid bad worse next dead failed miserable least first hearty insipid little least old random small little fancy little entire most old useless good own documentary avid supplemental arrogant sour mixed un riveting solid hilarious self serving overdue',-1
'ludicrous humble best ok poor only slightest other little such hard ok bad bad shallow clichs unbelievable sexual missionary married sexual bad',-1
'40 year old little worthless trash i 18 year old offended decent old pussy juice covered putrid little much real proud worthless i next',-1
'severe other few good big small donot movie save',-1
'good i hot horrid better shitty poor action  hot chicks   no budget   shittttttttttttttty acting  bad     the',-1
'much good went best female male divergent first strange better incoherent impossible ten available sure excellent',-1
'worst whole surreal least 7 10 rebellious over  clad clich light chick flick false many funny pivotal whole old own ungrounded inappropriate serious awkward surreal strange on the only hypothetical main dramatic human yellow flattest non dimensional poorly male religious too tanned same unnecessary unreal other noticed do',-1
'amazed many real same top big earnest relevant snooze fest worst more little good hard over the top whole',-1
'bad such good ten rental bad good remote formulaic past fine real movies this',-1
'white many acting sure own listless listless avoid complete small',-1
'different typecast happy better plain high various sci fi political least new ok closer angelic',-1
'horrible subject most long humorous bad',-1
'worst bad early lower certain regular best hard effective bad bad good',-1
'first better real mean cruel little fool second cute hot first baby good loosy cruel better better cruel cruel worst first big big big',-1
'single bad other plain unfunny good scary funny good important unforgettable bad gross',-1
'bad sick pathetic predictable',-1
'worst lamer conventional execrable discernible good nude nice good worst last young eager beaver cynical odious cinematic redemptive young idealistic such final longer last bad least',-1
'cheapest poorest funniest idiotic sappy lame short bad first pathetic loser new little old old next biggest female psychotic scotch free next angsty next downright silly the least simpering wrong petty different usual worst',-1
'original great haunting simple effective much same respectful newer pretty disrespectful much secluded strange other arrive wild bad true psychological nearest several large full first strange odd inexplicable main distraught slave second crazy stupid wonderful top computerized wonderful classic great overblown stupid',-1
'dark hot sun the awful few',-1
'top worst funny worthwhile good funny other top more funnier general drunk',-1
'entertaining other cinematic flick entertaining tongue in cheek more often the small mutated abandoned sewer aggressive meat eating only willing crazy laugh unintentional stupid slugs new tongue in cheek straight eccentric plenty chest grand fine italian many full clean facial preposterous film making adequate little hold your face while you scream horrible male female',-1
'bad tag much it home good funny bland first different blind real good rainy worst different',-1
'last wrong spooky',-1
'god awful more serious few good good other actual hyped funny entertaining',-1
'glad many negative same gruff real angry police caring many questionable legal sick good awful',-1
'good little spiritual little clear suppose unrecognizable more greater poor better first more most necessary good evil bad bad big better bad first',-1
'first tragic terrible special least convincing uninvolving terrible bad clichd low',-1
'much real bad wrong many bad selfish self good private real real true',-1
'hilarious dustbin big scary good funny scary good overall good big new unbelievable other',-1
'awful good indian interesting interesting close big laughable whole old liberal fast ridiculous good back original nudie nudist clever clever few limited best first infantile other nudie the good nice western again of',-1
'horrible boring low worst bad hilarious the main hot overweight early amongst married main main real scarier',-1
'so so special entire dental respective facial necessary much whole more uncommunicative true voice over imaginary macho',-1
'light years prime due pretty high lovely late dirt cheap several mainstream lousy early stick simple slap dash jive strong loud traditional great good little minimalistic long great classic',-1
'good old stupid good stupid golden offensive american same single good suicidal',-1
'best awful funny horrible worse poor better least plausible last certain worse prominent sure good low worse bad worse',-1
'next glad first just whole military typical average high watched great total good easy rare best action films desperate obvious',-1
'disappointing first good u n yours first small useless sanjay dutt previous define confusing',-1
'bad bad poor terrible stop meaningless good',-1
'realistic sooooooo predictable filthy rich bad public stupid secret civil weak concerned own stupid',-1
'bizarre awful mobile soooo bad main plain extraordinary worst',-1
'great true christian open free rational terrible personal same scare same christian good same many good old 19th',-1
'original more special second original guilty intense great special short great popcorn fan which thin new true worst long short graphic special great graphic predictable quick bloody graphic predictable boring scary nice original many favorite',-1
'low potential funny flat funny stolen i',-1
'last awful original last ludicrous bbc amazed good last next',-1
'films bad complete better bad bad complete total unsuspecting light artistic clever smart suspenseful mysterious scary dramatic nothing the flat few familiar pretty desperate low independent next last least lb single',-1
'funny little sure enough hard talented loser not believable immune next',-1
'w  witty well acted tiresome least dysfunctional first melodramatic laughable comedic fine previous ensemble whole other other sad',-1
'new former new rich sudden crazy first dead many young bad dull huge good it the huge empty atmospheric few scary little first effective good total small giant bad',-1
'more scary cheesy good sure obvious real film look afraid minute cutaway expensive multiple flat hard half decent half decent commendable bad good bright scary whole different somehow a unknown annual creepy old satanic costumed human complex thoughtful lesbian interesting well rounded salacious least legit unusual other stupid hard many sure good bad much endless unfortunate overall enough least cool   possible great brief claustrophobic good',-1
'foolish foolish central jealous devoted band mate talented focused ambitious own uninspiring hilarious back story stage fright packed ridiculous vocal tequila addictive white crude dark unmentionable more lead musical last latest clunky broad over the top lovable passive awkward pre climax packed plastic ebullient unnecessary thankless regular inane dim witted sloppy tiresome turned bonafide acting only sad',-1
'first same absolute strong first original least believable much appropriate moronic super duper bad',-1
'huge bad complete long serious much better  classic',-1
'possible bad promising least able first wise',-1
'worst dumb poor eddy seconed retarded',-1
'many give bad',-1
'lousy never inevitable plain unoriginal ugly bare old attic sleaze high great top notch 1st person femme',-1
'much deep real few much last secret predictable such young mural huge vast wealthy older older older dead mysterious second good vast faithful only pathetic',-1
'young ok popcorn believable english young military more',-1
'worst bad bad awful lucrative such memorable high pommel slow bad art lite fluffy good',-1
'distinct poor new low beautiful occasional close fabulous excessive lead pompous additional such point a poor',-1
'current solid better first great late classic sad original great great classic better sure disappointed real low crappy lovable beautiful acting original smart sexy strong good southern little girls smart 2 bit great great southern gorgeous wonderful original real big',-1
'actual different horrible orchestral audible orchestra lesser only english native russian sol first own rental such bad',-1
'such worthless c grade c grade better worst honourable come heavy new actual like last most southern wordly main whole final whole entire new comedian previous new great hilarious acting last least hot bikini lean slim slim good major nice last young immatured future practical good',-1
'first best intriguing modern unique occasional regular modern responsible excited unique bigger bad all time lead',-1
'extreme extreme boring cheap slow',-1
'right same baby faced considerable acrobatic few impressive martial guilty',-1
'sorry innocent alive severed awful human weird skin unrealistic whole responsible underground weird religious opposite true only possible same above other best special',-1
'whole bad good bad awful poor bland stupid bag such only special low',-1
'poor oh true shot less horrific rubbish dull single sure clever dull next woeful stick total',-1
'real big old rich married ok worse worse selfish horrible only interested few little recent better abysmal',-1
'low secondary single wrong the unbelievable book steven other pathetic shaky steadier honest direct conscientious',-1
'seismic little negligible average spot on a spanish third fourth whole wonderful northern plastic dinner time salad tatty other responsible tatty suitable horrible simple negligible undetected attractive latest',-1
'last long first type funny much i spiritual',-1
'only twelve old bad first great sophomoric stupid high good classic late great wrong',-1
'worst',-1
'normal more good much effective',-1
'movie  proper dewy eyed say  crap freaking  tastic lovely self indulgent non  best complete sympathetic forward climactic resembling blandest predictable possible discernible other gorgeous gorgeous soulful deep wild full full teddy whole happy hot real holy commitment  which final terrible other  total umm unawkward other great only',-1
'out of town best awful b grade original worst wrong real hammy wooden cheesy cheap lame special bad trashy unknown tiresome flat bad funny wrong the great short weird awful least',-1
'non fiction scary horrible last open ten tall little scared least tall unseen unknown other you the less ten foot tall ten hundred foot tall hundred thousand foot tall special other many impressive special insistent obtrusive distracted next good ho dumbed down ridiculous low iq bigger next creepy spiky sole last awful funny magic carpet heavy handed utterly unbelievable clunky vacuous textbook',-1
'memorable right other australian favorite first more full usual various no one many past greatest happy other other new shitty final kick boxing ex special seedy least ridiculous ridiculous credible corny own open over choreographed actual useless famous whole guessing bad split second former special single same dead puerile website more crime film whole special sole funny such australian ecstasy real actual bad different different oh bad',-1
'bullet time old wacky skilled least bad good bad',-1
'horrible unrealistic lighting worse most first covert enjoyable full total little',-1
'speechless stupid much best martial alive ridiculous stupid only',-1
'similar hilarious dead recommendable fake documentary famous stiff funny such predictable biggest top cheap 80s style fake laughter much funny possible',-1
'sean slight southern top fundamentalist southern serial serious due liberal sadistic black accused young barbarous small good main black russian few re trial freed i  then psychotic white few loose deluded final weird legal serial whole corrupt inefficient rotten white',-1
'up front enormous best nervous loser fabulous pretty dull other worth great beloved open mouthed old great new modern suave unlikeable big',-1
'credible boring young good skinny important butt painful',-1
'best movie terrible bad poor hard due poor long hilarious',-1
'predictable young single dead dramas shows clich big airheadclich illegal legal illegal involved clich native head over clich own fruitless idiot poor little cute big ridiculous parents clich angry homicide experienced right gold clich unemployed sick insightful expensive cerebral good bad angry sudden upset poor innocent little many clich little good',-1
'worst funny high mad old much worse long former brilliant much brilliant funny dead entire',-1
'stupid  i lowest worth wrong better other unemployed n i i better bad bottom worst worst ta second',-1
'nice blown up',-1
'same fundamental extinct different close enough vulnerable toughest skinned vulnerable rifle heavy armor piercing special small large most immoral unharvested most non lethal most big fearless mortal dangerous wounded big entire big final unknown larger safe large powerful several serious big impractical smaller viable small big famous american human rather al big little less uneven full several 4 incher first brown certain wooden animal cortez pointed invulnerable second least second diffused  real  gourd high',-1
'torpid evil old new urban cell phone strange own final successful trenchant not so elaborate hidden red disappointing frequent dead overall staid far fetched better',-1
'only utter good awful sub par good most likely interesting central religious bad pregnant single unscathed awful awful good awful same',-1
'few ten year old big much ex commando gritty american hardbitten former depraved depraved much poor distant little main bigger amazing much easy talented future dull guilty noisy',-1
'taught political ridiculous such abundant hilarious terrible laughable cinematic same',-1
'entire new least 10 15 watchful hot shot corrupt young talented unbelievably bad made more stereotype final',-1
'low complicated little valuable narrative main unfair most true pointless cool real',-1
'same familiar most desired unfunny better ridiculous strong good long bad unlikable bad funny limited popular stous neous brilliant old',-1
'great special stupid worst',-1
'many other mindless kinda action oriented good cute cohesive weird faithful original whole few best quick original only good',-1
'voyeuristic responsible social cursory more fun greater gloomy dramatic moral high',-1
'canadian historian born definitive last 1896 1899 silly american untamed individual american gold geographical real major canadian empty constable trouble real tough constable square historical closest considerable new arbitrary enough bad true canadian moral punishable young stern faced risqu more such unthinkable notorious bad young heinous bad further many little big serious american lawless remarkable real mounted fifty square more good swear american complete british shot shot reluctant own other inevitable western bald rational',-1
'favorable solid strong intriguing poetic most low special unrealistic mindless numbing clich beautiful straight crazy self indulgent twaddle lead unsympathetic desperate desperate worse typical utterly only dramatic narrative other honest whole gritty inter cut weird abstract pointless huge much little little masochistic mindless',-1
'super dreaded only least unsuspecting poor mexican big american slightest snot asian anything   other',-1
'unmystied entire regretful much much cleaner similar stupid carefree simple wrong uninspiring icky',-1
'least watchable weak least least best complete utter',-1
'complete entire new only enjoyable true complete better',-1
'new other mindless beautiful textbook low budget large stupid little gruesome few dreadful main lousy good handsome hunky small good non stupid one rated',-1
'bad great horrifying first second third artsy least painful low bottom good sadistic impossible only amazing life extending first',-1
'unlikable disorganized long garish willing',-1
'social male moronic illogical grey betrayal ultimate wasteful feeble female pathetic sexual worse other such',-1
'diverse good bad  summer worse great british such bad flat laughing ridiculous bad main main wet disastrous please',-1
'worst bad much entire cheap other great fantasy such next bad full horrid laugh terrible small last least next old more cheap special high understood bad good low low low cheap',-1
'more most open minded big local able elaborate strange it the fair awful more appropriate first sick ill only nasty awful',-1
'low bad dull harmless claw handed boring funny a long tired much same similar long better anonymous endless interpersonal one dimensional forty plus horrific white similar real tight suspenseful pathetic cheap genuine unexciting hard christian sure gosh darnit little most lecherous christian crucifix bad',-1
'immediate mental hard good black white dark only scary funniest sad nailed alive unfortunate cranial smooth tough helpless good much strange good slight mary',-1
'worst only unholy mad flash pretty comic several enjoyable beatty occasional other fair',-1
'horrid best contemporary own particular challenging non heroic super bad live  nuff famous such believable science fiction fantasy terrible non chinese foreign other agent deep great odd special forces type bad own corrupt local corrupt welcome pal superb english good wretched violent hot shot more shooting incomprehensible several wooden arcade stuffed animal hot good guy half hearted love sole material own stupid overall cut away artsy bad bad regular bad recent cinematic',-1
'scary bad own top worst academy more much worse maniac same unbelievable original i own awful somehow',-1
'good sexual social criminal judicial better judicial descent better',-1
'amusing lame longer worse magnificent silly unconvincing characters the incoherent apparent interesting many missed less',-1
'rave dreadful animated five multi  martial horrid  reminiscent female woeful bad lame jean  good martial fun yet cheesy silly kids lame japanese version only japanese',-1
'worst old demented right potential quick unexpected only painted classic unexpected typo another only strong due respective red dead grass in worst good asleep poor',-1
'amateurish overwrought documentary inane worse suspected unbelievable many  lead idiot only',-1
'worst pure long tedious pretentious self conscious theatrical artsy dreamlike impressionistic morose mush half naked other homo erotic loud clear more loving heavy handed irrelevant bombastic here some russian little international russian last russian powerful monochromatic numbing old russian romantic sound little static such hard arbitrary bored nothingness modern empty better',-1
'best top great appalled scorsese',-1
'short okay much ubiquitous old worst precious little same ready',-1
'huge awful awful lame hot',-1
'only ex rental interesting i chance within entire nearest more',-1
'glad other big few films the unlikable self centered chain smoking national most fake laughable southern right liberal',-1
'excellent surprising various most amazing many same talented classy better final',-1
'worst surprising terrible appalling funny unwatchable late bad least',-1
'strange little main  no wandering selfish aimless unlikable hard favored up and coming physical bad real redeemable mad more other last screwball good first due other angry unbelievable basic terrible better foreign gay themed',-1
'watchable few boring',-1
'horribly bad wrong genie  bad ridiculous christ like light cheesy first wish main main all too typical annoying kid last shady gang type sappy bad certain other obvious over talky main bad mushy least little guilty other few likely worst many worst',-1
'genre good good alien special impressive out and out trekkish comic fx sluggish sure least crucial bad most correctable essential dramatic astonished',-1
'crazy immature little pretty artist naked many naked many stupid uncreative',-1
'convinced worst worst lucky angry fair higher criminalthe magic teenage bad bad worse disappointed bad other true certain unique potential best',-1
'first sci fi original stupid bad ridiculous very unexpected musical much single dangerous stupid original',-1
'likeable less revenge seeking new comic hard serious same same comic plus gorgeous maltese',-1
'much confusing many impossible involved least first better much slim last less glad following',-1
'good great widowed dead pretty much unexplained undiscovered uninteresting shocking bad first fool bad',-1
'similar disappointed humble cheap slow banal clever long mundane commercial sounding 14 year old same emotional perfectly synchronized big',-1
'irreversible famous good other good evil right least more later insecure lesbian female intentional sexual sexual bad first first close rosarios much female obvious gone the first unbearable such lesbian open real social last apparent nice pointless same bad able other absurd clich rapist stupid drink so crazy next crazier difficult intense better entertaining enjoyable hard which biggest disappointment irreversible irreversible late initial most interesting second broken good most overlong',-1
'worst artistic pathetic offensive little sci fi action bad terrible predictable special pathetic short previous cinematic bad good sure else many',-1
'stupid terrible thousand attractive good awhile good more entertaining',-1
'fair good good surprising good same interesting thrilling interesting',-1
'foolish boring i whole bad whole poor i greatest greatest sure',-1
'fake whole fake needless scooby doo most so called',-1
'clear god awful pure godly first pure beautiful other sound hissy real real super low soft porn',-1
'complete most pathetic great funny stupid stereo other funny funny stupid sorry',-1
'ta low complete bad bad bad mercedes perfect bad little sorry good little',-1
'many least bit offensive many decent most 22 or so real least awful comical late night canadian original cultural wrong final actual small hard downtown proud canadian colossal',-1
'13th whole',-1
'many crazy local ridiculous unintelligible neon high dead cheap weak alive unnecessary different lust twelve old boys fair previous low possible happy few pleasurable great previous worst good previous other low impressed third previous worst pointless more clich preconceived deliberate afraid clever appropriate enough s bad different next digital synonymous best visionary simple talented bottom obvious arrogant redundant the best previous single specific disappointed last norwegian complete  hilarious good more ignorant the tasteful audition naked self indulgent best british commentary amazing sh wrong',-1
'bad right bad little real suspicious funny finnish much good good',-1
'classic new sure various classic classic red little original hard original better original cheap',-1
'myriad technical whole possible relevant sentimental more tiniest real guilty fatuous nonsense surprised many much important least real',-1
'classic single mad right same noble independent',-1
'classic american luxurious entire non gershwin insomniac only other bad',-1
'strong scary subject difficult smarmy full over written despicable accused right low rent contemptible',-1
'independent major featuring foreign good bad late night less only vacuous trashy meaningless worst major preposterous inexcusable clever anachronistic funny coarse cringe worthy few own new',-1
'awful original little several other bad boring unlikable sophomoric nary bad own big like',-1
'first dead secret whole slow hired excellent able large funniest anticlimactic loud ridiculous least early',-1
'worst musical wonderful audrey great looks great famous great sure',-1
'polite modern 17th fable distant spiritual epochs many anachronisms silly impractical peculiar spiritual bad rigid idiotic assorted farcical hilarious resembles flat slow awful trivial',-1
'unintentional many bad worst',-1
'many paranoid international supernatural biblical political religious complete hard many important concise bizarre significant fellow social cultural unsubtle',-1
'many mindless funnier cruel har har famous most good pregnant male pregnant female related misunderstood worthless forgettable high less 2 good few good relevant big',-1
'wonderful such high bad many late early stronger equal awful more worse tough nice biggest',-1
'honest complete good long dead black horrible great long screen abysmal most average naked little more less attractive bad',-1
'turkish scandinavian most last polish polish worst wrong worse silly whole bad',-1
'complete commercial miserable dismal mutant felt most many obvious lead sympathetic last little late terrible laughable prime',-1
'much regular other french empty fruitcake spread authentic',-1
'first first second shoddy lame poor old biggest tie in long painful short big yourself awful low',-1
'worst much worthy whole',-1
'real top abundant outrageous non small lengthy unjustified typical acting good exaggerated non story flashy arbitrary good that some irrelevant',-1
'many first spectacular horrible due original good worth more high much first dead great flick the much dead few virtual real high 5 16 old same lethal expert first movie long entire mad other',-1
'perfect fi worst awful sophomoric pseudo orwellian huxleyan whateverian human high crap to good stuff other high romantic little better successful serious numerous great immense whole low rent good slick looking more heavy handed tenth public crazy great bad fun interesting good bad',-1
'worst horrible strange top korean korean good high online',-1
'generic general american british southern understood odd own former',-1
'awful poor stupid video video',-1
'big boring good bad boring',-1
'young creepy white hot cold yawncomplimentary seconds completely uninspired last last',-1
'terrible blurry bad nicklodeon western unbelievable good bad worst mystical bad sexual bad good unable best bad amateurish tedious',-1
'worst last crazy old cheap crappy first most porn best funny great',-1
'worst decent good good sure wrong bad substantive bad heroin good pretty year old year old frantic turn off listless unending uneven colorful bad first time own puzzled many other bad',-1
'other nostalgic untrustworthy embarrassing boring old horrible  special stereotypical painful immediate original theatrical believable',-1
'same first few unknown talented seductive feeling soft core sure idiotic bad hard two hour third',-1
'much only happy real whiny own much',-1
'same least eerie imaginative enough all rap',-1
'bloody gory it  better it this atrocious worst better story  clueless utterly good enough  first bloody  great bad first wrong the horrible real stuff unbelievable off  too dark odd yellow worse worse much great serial killer demonic supernatural monster subway  theory overzealous doable real old awful such potential mindless fake away ',-1
'such bad bad awful much other good bad birthday less local i e present serendipitous utterly surprised awful much bad bad enjoyable bad',-1
'most least main terrible different top massive disappointed next sci fi alien',-1
'female such long positive atrocious many constant the bollywood version of a  cool rock worth further',-1
'unsatisfying interested busy many loose wealthy terrible loot curious curious red hot super detective the loose rational logical criminal lesser political many chief interested high powered last fine lousy',-1
'bad great pro worst next few bad bad due hideous impossible',-1
'good looking nudity free main stereoscopic hideous sure same other effect this big nothing and ear eating more young',-1
'dumb deadly terrible scary least stupid star the violent pretty sleazy whole annoying whiny cheesy fake scary last least terrible strange',-1
'special few such rampant more infamous honest whole little only horrible digitized live reasonable least thankful original albiet spin honest second few few',-1
'worst least pseudo documentary original worse',-1
'absolute ten sound though high lacking artistic high abysymal train wreck plastic other duck other non existent grown',-1
'bad past likely closer different related original n n private top top immune allergic different real contagious prepare enough proper deadly unknown bad open',-1
'bad heavy big hard good cool young whilst big real lame hard many interesting due poor hot young',-1
'due good hard drinking sassy hard edged sexy better dull fragmented steamy erotic desirable loud screen worst eerie poorly done good first sorry trash rent',-1
'real early 12th laughable pathetic real life least only authentic gothic bad',-1
'great big good dead most one time downward eating money such great excellent best big',-1
'strong anorectic moral skin more comic high high angry other',-1
'aware other demonic flat slow flat stale low low least sure special rich crazy workaholic new born much many alive jealous so called open sure plenty better kid gone wild',-1
'infamous mostfamous unwatchable unwatchablelist the nekkid young magic bad most other withmy high smoky special arelaughable gay pin fulci licious good kept let little notappear strong physical strong brief male mild sexual',-1
'whole worst brief other chick skinny blonde haired single stereotypical hot best pink best oh huge swimming nasty apparent little preteen bad oscar worthy possible best hot bad scary old',-1
'sad same short hard anorexic ramp model charisma least happy other other wet respective dumb erotic total few little funny sure red other dumb other silly important healthy much human first vampires bursting into flames special',-1
'obvious non muslims human many non muslims able such healthy former many wise christian human disturbing more evangelical more own more common political definite own',-1
'die hard wealthy enough selfish hilarious lady laugh double crossed much',-1
'third proper god awful complex previous stalwart newly released other andre red tedious high slow mo flawed awful best  must',-1
'other minor interesting funeral marketable endless russian such dead problematic impossible most hand held western fluent russian',-1
'poor mediocre amateurish good',-1
'more retarded animal real innocent defenseless horrific human retarded various barbaric sensitive real alive fish more worst retarded great animal few natural worst successful retarded such unjustified barbaric animal retarded cruel same only negative animal',-1
'execrable written this bride top huge such repulsive after eve act she plain annoying paul present stupid stupid',-1
'flat exciting intelligent fitting bat like more first person married same worst whole movie of the week like loud full',-1
'first times wry amusing bland poor nose clean crappy pseudo intellectual barely functioning real more type',-1
'facial whole',-1
'bad cautionary bad such french young sudden anxious interested other sudden young secret black central sexy fun nasty sex negative',-1
'worst regret unwatchable clear',-1
'best romantic great preoccupied black possible uncaring detailed',-1
'predictable every twisted enough clich bad bad special dumb russian funny bad i worse possible',-1
'bad',-1
'due impressive good whole extra worst bad',-1
'hot brief oral mainstream first respected explicit boring high older beautiful good good poor infamous explicit pretty slow good certain',-1
'worst such close bad entertaining nonexistent most stone faced monotone best worst giant overall',-1
'scary hilarious weird bad cheapest damn funny bad overall bad ta much least good  this good',-1
'z grade easy many interesting clear bad film making atrocious old contemporary bad',-1
'rich old ungrateful old obvious respectable desperate few second tier long due  clever amusing',-1
'ready many worse more more meth head other much lower',-1
'contrary most other interesting mysterious giant last own alien robot more 10 12 main other bloody first last angry charitable such more veeeeeeeery often i big much depressed alien many dead end many good many',-1
'most least tenuous next interminable dull short better sure much better next',-1
'negative objective great much past subjective other sick angry sick angry human general most fulsome ruthless emotional relevant good pessimistic hours long empty petty relevant main unattractive greatest most more thirty least least affected pretentious thin more more likely absurd un un word for word authentic long sardonic despicable post  68 least angry least lengthy moral flat third best dog eat dog same despicable infantile savage heartless more other halfway decent such thoroughly convinced representative human general human emotional latter arrant offensive inherent human general sexual particular serious such authorial miserable disappointed bitter interested human certain post  68 few anti social general scorsese',-1
'nice self proclaimed un egyptologistic flash old black turf less jumpsuit wearing awful british less own short co worth dated male academic softest light next harried performative would be grad long',-1
'professional bad ugliest magical crappy special acne addled nerdy better new',-1
'potent original more comical further psychopathic nubile great darn funny darn attractive suspenseful graphic',-1
'worst last bad pretty decent pretty fair wrong',-1
'bad bad poorest akin real most horrible green favorite alien same swift far shot ridiculous general sub par horrible',-1
'original creepy psychological classic authoritative sensitive special secondary laughable stretchy dead sappy darnedest new',-1
'horror good wise cracking lethal strong puberty stricken pre thirty old non cowboy wise cracking son of a bitch creepiest  can such frankenfish hilarious',-1
'bad unbelievable tough military physical same',-1
'gratuitous frontal awful un sexy young gay julian pretentious enough short mexican gracious',-1
'good unexpected bizarre funny same easy interesting worth brave bold other tones the true specific such broad other abundant serious other much different big longer other twenty hard early frustrating right meaningful strong unable',-1
'musician single other great slow jazzy sung much other own much huge big',-1
'more many good many awful more more current own inner unfortunate proxy call inner screen more heavy popular exaggerated non linear different same overwhelming aware sure human next original good previous better next',-1
'bad silly surprised hated good this',-1
'rainy only fitting bad big old only few cool unfunny bigger much worst many',-1
'many more fake self conscious wrong general wrong particular edgy independent real documentary edgy swear forth self conscious rarefied bad',-1
'bad terrible tough greedy wrong liberal wrong little only good',-1
'innovative brilliant typical available better least dreadful gasp groan worthy nonsensical showy special independent next evil more intense heavy most sniffles and dependable female clever original lesser',-1
'boring boring classic several acting bad future several poor only',-1
'remote non stop good real lunch couple horrendous much drunk humorous by   extreme other',-1
'boring ok awful canadian first',-1
'first best bad first good first',-1
'high bad tolerant entire sick least prude sensitive  funny ten year old whole total sentimental wrong vast european bad',-1
'entire abysmal many good original interesting early commercial big worse worse skinned shallow little good other further',-1
'underwhelmed original interested same watchable special the second bad good dear pompous gracefully aged horror oriented last subtitle all important terrible limpest original undeniable low pointless elliptical embarrassment hokey punk rock least stupid dual quite outrageous occasional hilarious three way sluttish black good first ragged guerrilla type dumb notable knife throwing nasty same childish latter early ultra cool inconspicuous ossuary interesting hybrid weird',-1
'half breed native nasty drunk other stereotypical hand raised obvious healthier prior ready famous ashamed the best green different embarrassing surreal trippy right   ',-1
'violent precious beloved multi such eastern priceless final fine musical present emotional such dealt cinematic opposite',-1
'poor ashamed large local real inter island main obvious old maiden cold weak weaker new zealand american real high better american worth',-1
'many incorrect so called documentary able flashy full old more exclusive unreleased available various false creative own disproven how 40 odd',-1
'worst new poor strange least new funny original wrong',-1
'bad wide full unimaginative lead such annoying dry thoughtless challenging less frigid worst terrible main hatred following much',-1
'wrong stupid unrealistic awful racial many questionable non sense such examplea black white black right them the same white same black free previous several white several black critical shallow main scared confused white angry rightful black black white white many black hispanic wrong due black other confused scared white third white confused black nazi racial fatal boring white bad awful bad bad accurate racial see american accurate',-1
'worst arghhh full sick',-1
'due several memorable ill mannered young old like late early',-1
'right good moral black fairy important shooting least only good more bad uncritical euphemistic military longest commercial',-1
'special plastic mystical magical good more little local upset due excessive centrifugal double twisted live unrated worst faded wonderful special stupid',-1
'bad unique bad whole good needless disappointed numerous worth few potential choppy awkward most suspense difficult few most anti climatic atrocious only worst bad happier next secret opposite',-1
'huge elementary huge numerous uncomfortable inappropriate unnecessary but terrible overall only beautiful likeable good beautiful only human oversized deplorable personal strife the worst',-1
'tough heterosexual famous extra unknown sensual emotional recent only same',-1
'prime american same american young famous great wealthiest third wealthiest big largest metropolitan mean other other irby laughable mexican murky historical first real celebrated blah real last american atop puzzled sidekicks bad same gun crooked huge chinese black high unreal fabulous great american first evil other fun great rotten',-1
